customer_id,age,tenure_months,monthly_charges,contract_type,num_support_calls,has_internet,churn
664,30,39,,month-to-month,1,False,0
665,55,37,53.38,month-to-month,5,False,1
666,61,28,72.92,two-year,2,True,0
667,49,54,69.66,one-year,3,True,0
668,71,48,75.66,month-to-month,2,True,0
669,74,38,91.69,two-year,2,True,1
670,26,52,34.7,two-year,1,True,0
671,77,54,89.48,month-to-month,1,True,0
672,56,40,70.17,one-year,0,True,0
673,57,19,65.92,month-to-month,1,False,0
674,23,54,40.58,one-year,0,False,0
675,56,51,80.06,month-to-month,2,True,0
676,62,70,21.72,one-year,3,True,0
677,54,10,82.97,month-to-month,1,True,1
678,23,30,40.16,month-to-month,4,True,0
679,50,66,71.07,two-year,1,True,0
680,76,37,67.62,month-to-month,2,False,1
681,62,67,93.39,two-year,1,True,0
682,26,0,66.43,two-year,0,True,0
683,77,2,56.12,two-year,3,True,0
684,77,57,59.87,month-to-month,1,True,0
685,28,25,95.46,two-year,2,True,0
686,67,37,80.73,month-to-month,2,True,0
687,43,30,62.29,month-to-month,1,True,1
688,54,29,65.27,two-year,4,True,0
689,45,67,38.66,one-year,1,True,0
690,66,6,77.77,month-to-month,2,True,0
691,79,55,34.8,month-to-month,2,True,0
692,67,64,85.04,two-year,5,False,0
693,75,47,72.57,one-year,3,True,0
694,76,28,117.74,month-to-month,1,True,0
695,23,11,48.0,two-year,0,True,0
696,33,49,67.95,month-to-month,1,True,0
697,62,33,105.97,month-to-month,2,True,0
698,54,10,93.83,one-year,3,True,0
699,21,25,56.08,two-year,1,True,0
700,23,69,74.48,month-to-month,1,False,0
701,50,19,70.04,month-to-month,2,True,0
702,56,12,75.64,month-to-month,1,True,0
703,28,49,56.03,two-year,2,False,0
704,28,14,68.21,month-to-month,1,True,1
705,26,66,38.04,month-to-month,2,True,0
706,53,61,72.7,two-year,2,True,0
707,18,70,79.0,month-to-month,1,True,0
708,53,65,65.45,one-year,1,True,0
709,47,17,37.7,month-to-month,3,True,0
710,46,15,89.77,two-year,2,True,0
711,60,24,77.29,month-to-month,2,False,1
712,50,33,55.48,month-to-month,2,True,0
713,63,63,64.39,month-to-month,1,True,0
714,65,52,39.99,one-year,1,True,0
715,75,46,49.49,one-year,2,True,0
716,67,63,59.24,month-to-month,3,True,0
717,50,46,94.57,month-to-month,2,True,0
718,48,27,57.21,two-year,2,False,1
719,32,29,82.8,month-to-month,6,True,0
720,55,37,59.23,month-to-month,1,True,1
721,26,6,,one-year,3,True,0
722,75,53,67.17,month-to-month,2,True,0
723,70,46,87.46,month-to-month,1,True,0
724,25,52,59.3,month-to-month,2,True,0
725,66,38,38.55,month-to-month,3,True,1
726,25,56,,month-to-month,2,True,0
727,62,68,59.36,one-year,2,True,0
728,23,41,45.02,one-year,0,True,0
729,48,31,78.2,month-to-month,1,True,0
730,58,7,60.68,two-year,3,True,0
731,63,56,117.49,month-to-month,1,True,0
732,43,65,35.25,one-year,2,True,0
733,75,50,74.07,month-to-month,0,True,0
734,66,62,47.44,one-year,2,False,0
735,30,62,60.13,month-to-month,3,True,0
736,59,57,72.83,month-to-month,4,True,0
737,63,36,23.49,month-to-month,1,False,0
738,38,7,74.74,month-to-month,1,True,0
739,63,0,108.06,month-to-month,0,True,1
740,73,14,60.93,one-year,0,True,0
741,68,31,75.2,two-year,2,True,0
742,65,53,90.5,month-to-month,3,True,0
743,57,32,66.72,two-year,3,False,0
744,34,1,58.38,one-year,1,True,0
745,67,15,24.49,two-year,3,True,0
746,40,70,82.82,one-year,0,True,0
747,50,71,67.74,one-year,1,False,0
748,37,27,49.75,month-to-month,1,True,0
749,37,57,72.53,one-year,3,True,0
750,27,51,58.33,two-year,0,True,0
751,77,67,59.43,month-to-month,1,True,0
752,27,63,82.13,month-to-month,1,True,0
753,23,45,43.23,month-to-month,4,True,0
754,76,28,90.95,two-year,0,True,0
755,52,45,42.05,month-to-month,4,True,0
756,45,22,56.75,one-year,2,True,1
757,63,25,108.46,two-year,1,True,0
758,41,43,92.55,two-year,1,True,0
759,25,41,71.95,month-to-month,0,True,0
760,63,41,51.19,one-year,0,True,0
761,28,27,59.41,two-year,1,True,0
762,52,29,71.47,month-to-month,0,True,0
763,76,0,70.75,one-year,1,False,0
764,76,43,68.18,month-to-month,4,True,0
765,40,41,69.38,one-year,0,True,0
766,66,67,65.71,month-to-month,1,True,0
767,55,36,41.16,month-to-month,0,False,0
768,47,33,59.67,month-to-month,1,True,0
769,26,4,88.29,month-to-month,0,True,0
770,41,14,,month-to-month,2,True,1
771,58,24,66.21,one-year,0,True,0
772,79,27,53.6,month-to-month,1,False,0
773,18,26,72.23,month-to-month,3,False,1
774,62,28,62.23,one-year,2,True,1
775,70,55,99.55,one-year,0,True,0
776,76,9,,month-to-month,2,True,0
777,44,23,43.76,two-year,1,True,0
778,25,11,83.42,month-to-month,1,False,1
779,34,22,54.51,two-year,2,True,1
780,70,49,58.46,month-to-month,0,True,0
781,72,3,76.28,one-year,2,True,0
782,57,24,60.17,two-year,4,True,1
783,25,1,87.86,two-year,2,True,0
784,25,68,54.51,one-year,2,True,0
785,47,52,57.62,one-year,2,True,0
786,54,17,56.87,month-to-month,3,True,1
787,20,14,58.69,one-year,6,True,0
788,60,7,91.98,one-year,1,False,0
789,51,34,82.58,two-year,4,True,0
790,18,54,104.2,month-to-month,1,True,0
791,23,42,115.35,month-to-month,2,True,0
792,46,63,49.39,one-year,2,True,0
793,62,24,71.41,month-to-month,5,True,1
794,69,20,46.48,month-to-month,1,True,1
795,44,34,54.45,month-to-month,3,True,0
796,36,14,57.4,one-year,0,True,0
797,78,70,48.86,month-to-month,3,False,0
798,46,13,48.96,month-to-month,1,True,0
799,37,34,67.11,month-to-month,1,True,0
800,45,37,45.67,two-year,2,True,1
801,18,4,86.84,one-year,0,True,1
802,36,33,51.64,month-to-month,2,True,1
803,49,32,126.19,month-to-month,0,True,1
804,74,18,60.97,one-year,2,True,0
805,63,9,71.44,month-to-month,1,True,1
806,66,3,44.09,one-year,3,True,0
807,51,0,104.12,month-to-month,3,True,1
808,24,34,92.39,two-year,3,True,0
809,42,6,75.94,month-to-month,2,True,0
810,79,69,43.06,one-year,0,True,0
811,20,17,74.21,month-to-month,3,True,0
812,72,46,47.57,two-year,3,True,0
813,60,48,99.25,two-year,7,True,0
814,35,35,86.18,one-year,3,True,0
815,66,63,71.91,month-to-month,1,True,0
816,69,7,21.27,month-to-month,5,True,1
817,20,16,50.33,two-year,2,True,0
818,24,18,83.76,one-year,3,False,0
819,59,9,94.26,month-to-month,2,True,0
820,79,21,92.18,month-to-month,2,True,0
821,19,22,38.16,month-to-month,1,False,0
822,59,55,76.03,two-year,1,True,0
823,26,21,90.31,one-year,1,True,0
824,58,63,36.83,one-year,4,True,0
825,56,55,69.84,one-year,2,True,0
826,23,64,75.48,month-to-month,2,True,1
827,60,7,63.98,month-to-month,2,True,0
828,73,70,32.96,month-to-month,1,True,0
829,71,44,63.49,one-year,2,True,0
830,19,70,63.45,month-to-month,2,True,0
831,33,25,67.04,month-to-month,2,True,0
832,32,68,58.73,month-to-month,2,True,0
833,46,42,61.14,month-to-month,2,True,0
834,26,5,69.21,one-year,3,True,0
835,70,29,78.85,month-to-month,6,True,1
836,66,9,63.91,month-to-month,2,True,0
837,68,67,61.81,one-year,1,True,0
838,30,21,71.85,month-to-month,3,True,0
839,18,16,31.58,month-to-month,0,False,0
840,74,39,79.54,month-to-month,4,True,1
841,35,30,69.99,two-year,3,True,0
842,58,6,70.79,month-to-month,0,True,0
843,74,58,,one-year,2,False,0
844,20,60,30.94,two-year,2,True,0
845,18,53,30.52,one-year,1,True,0
846,18,44,75.48,month-to-month,0,True,0
847,27,28,69.86,one-year,1,True,0
848,21,39,73.4,month-to-month,0,False,0
849,68,37,60.76,month-to-month,1,True,0
850,55,11,83.29,month-to-month,2,True,0
851,78,5,,month-to-month,1,True,0
852,67,18,79.68,month-to-month,1,True,0
853,77,32,64.78,month-to-month,2,True,0
854,32,11,27.85,month-to-month,0,True,0
855,35,7,85.38,month-to-month,1,True,1
856,70,61,94.43,one-year,2,True,0
857,33,26,82.89,two-year,0,True,0
858,21,42,52.41,month-to-month,1,True,0
859,59,37,83.48,one-year,3,False,0
860,67,52,87.21,month-to-month,2,True,0
861,78,53,101.18,month-to-month,2,True,0
862,75,21,52.48,month-to-month,3,True,0
863,25,61,65.47,month-to-month,0,True,0
864,65,26,84.95,month-to-month,1,True,0
865,70,60,71.15,month-to-month,1,True,0
866,61,29,47.65,month-to-month,3,True,0
867,68,7,78.29,month-to-month,3,True,1
868,69,54,81.57,month-to-month,2,True,0
869,45,2,71.76,month-to-month,0,True,1
870,20,55,74.39,month-to-month,2,True,0
871,46,3,64.83,month-to-month,1,True,1
872,30,14,99.57,month-to-month,1,True,0
873,25,43,51.99,month-to-month,2,True,0
874,25,67,58.25,month-to-month,2,True,0
875,61,29,70.22,month-to-month,4,True,0
876,49,8,87.58,two-year,3,True,0
877,51,16,40.05,month-to-month,2,True,0
878,64,64,43.79,month-to-month,4,True,0
879,51,52,29.25,month-to-month,3,True,0
880,57,7,70.65,two-year,1,True,0
881,23,27,47.63,one-year,0,True,0
882,70,19,62.31,one-year,1,True,0
883,45,12,83.23,two-year,3,True,0
884,27,60,57.17,month-to-month,1,True,0
885,68,44,74.63,two-year,2,True,0
886,63,12,64.01,month-to-month,2,True,1
887,21,46,83.44,one-year,1,True,0
888,29,29,79.5,month-to-month,2,True,1
889,18,4,56.16,month-to-month,0,True,1
890,34,32,66.63,two-year,3,False,0
891,24,13,90.87,month-to-month,5,True,1
892,62,17,77.87,two-year,4,True,1
893,50,63,42.06,month-to-month,2,False,0
894,78,51,83.11,one-year,3,True,0
895,64,9,,two-year,4,True,0
896,55,61,98.25,month-to-month,2,True,0
897,49,41,90.48,two-year,4,True,0
898,21,62,75.8,one-year,3,True,0
899,22,53,73.14,one-year,2,True,0
900,56,24,65.82,month-to-month,2,True,0
901,18,38,83.57,month-to-month,2,True,0
902,20,38,62.58,one-year,2,True,0
903,31,51,74.71,month-to-month,1,True,0
904,72,17,87.44,month-to-month,3,True,0
905,46,23,58.76,month-to-month,1,False,0
906,61,17,57.68,two-year,1,True,0
907,43,21,46.11,month-to-month,0,False,0
908,28,11,48.71,one-year,0,True,0
909,41,2,33.43,two-year,2,True,0
910,23,67,84.6,month-to-month,0,True,0
911,65,5,106.18,month-to-month,4,True,0
912,29,63,98.51,one-year,2,True,0
913,41,0,37.48,month-to-month,0,False,0
914,78,55,84.5,one-year,1,True,0
915,54,23,98.44,one-year,3,True,0
916,46,37,60.86,one-year,1,True,0
917,51,20,72.03,month-to-month,2,True,0
918,66,35,29.84,one-year,2,True,0
919,33,32,75.33,one-year,1,False,0
920,57,38,48.73,month-to-month,2,True,0
921,72,28,73.99,one-year,5,True,1
922,53,38,38.78,two-year,3,True,0
923,45,59,80.86,one-year,4,True,0
924,26,31,90.49,month-to-month,1,False,0
925,33,26,54.34,month-to-month,1,False,0
926,76,9,47.26,month-to-month,0,True,1
927,51,25,26.88,month-to-month,2,False,1
928,36,9,64.67,month-to-month,1,True,1
929,43,13,58.37,two-year,3,True,0
930,53,68,38.98,month-to-month,0,True,0
931,51,6,79.06,two-year,2,True,0
932,61,34,61.0,month-to-month,1,True,0
933,33,60,48.49,month-to-month,0,True,0
934,58,68,58.91,month-to-month,4,True,0
935,45,10,91.43,month-to-month,0,False,0
936,76,11,82.06,one-year,5,False,1
937,27,26,67.4,two-year,3,True,0
938,27,39,82.38,two-year,0,True,0
939,46,69,46.78,month-to-month,1,True,0
940,49,14,70.65,one-year,0,True,0
941,60,11,72.95,month-to-month,4,True,1
942,43,18,60.6,two-year,2,True,0
943,74,62,78.71,month-to-month,3,True,0
944,47,2,54.39,month-to-month,5,True,1
945,26,27,80.2,month-to-month,4,True,1
946,25,8,81.04,month-to-month,4,True,1
947,78,11,,month-to-month,3,False,1
948,26,66,93.81,two-year,1,True,0
949,76,0,20.0,one-year,1,True,0
950,35,23,57.68,two-year,0,True,0
951,23,65,90.51,month-to-month,0,True,0
952,36,43,,one-year,4,True,1
953,56,5,40.68,month-to-month,2,True,1
954,44,33,48.13,month-to-month,3,True,0
955,66,69,90.54,month-to-month,1,True,0
956,55,28,,month-to-month,0,True,0
957,42,38,92.58,one-year,3,True,0
958,57,38,68.9,month-to-month,4,True,1
959,78,47,46.15,month-to-month,6,True,0
960,43,13,58.34,one-year,0,True,1
961,27,60,49.66,month-to-month,0,True,0
962,43,71,87.32,two-year,5,True,0
963,70,10,84.65,month-to-month,3,True,0
964,31,58,35.62,two-year,4,True,0
965,76,58,61.93,one-year,2,True,0
966,54,53,52.74,one-year,4,True,0
967,55,26,,one-year,1,True,0
968,37,33,43.0,two-year,4,True,0
969,75,60,102.08,one-year,1,True,0
970,20,11,69.33,month-to-month,2,False,0
971,36,59,46.76,month-to-month,3,False,0
972,43,66,56.45,one-year,2,True,0
973,47,49,53.97,month-to-month,3,True,0
974,47,24,44.51,month-to-month,1,True,0
975,27,40,71.9,month-to-month,2,True,1
976,31,3,45.44,month-to-month,3,True,0
977,23,67,26.39,month-to-month,3,True,0
978,53,24,62.41,one-year,1,True,0
979,39,4,33.94,one-year,4,True,1
980,53,57,54.96,two-year,1,True,0
981,54,47,51.82,month-to-month,3,True,1
982,61,44,52.58,month-to-month,2,False,0
983,51,3,110.02,one-year,1,True,0
984,58,54,71.13,month-to-month,1,True,0
985,54,45,74.91,one-year,1,False,0
986,58,57,34.47,month-to-month,2,True,0
987,56,59,56.92,two-year,2,True,0
988,37,15,74.31,month-to-month,3,True,0
989,33,15,49.51,two-year,0,True,0
990,66,66,88.16,one-year,1,True,0
991,39,38,45.95,month-to-month,1,True,0
992,52,31,64.27,one-year,4,True,0
993,30,20,58.28,month-to-month,1,True,0
994,44,46,73.29,one-year,2,False,0
995,50,54,57.19,one-year,1,True,0
996,56,0,64.58,month-to-month,1,True,1
997,50,39,65.28,month-to-month,4,True,0
998,40,71,55.31,one-year,0,True,0
999,77,20,79.7,month-to-month,1,True,0
1000,49,20,74.77,two-year,2,True,0
